complete_episodes,38
time_bonus,-0.0025
normalize,True
source,
ep_returns,[-0.14000000000000007, -0.12750000000000006, -0.17250000000000007, -0.11750000000000005, -0.11000000000000004, -0.030000000000000002, -0.16750000000000007, 0.0, 0.0, -0.08500000000000002, -0.07250000000000001, -0.05, -0.07750000000000001, -0.07, -0.09250000000000003, -0.015000000000000001, -0.17250000000000007, -0.12000000000000005, -0.15500000000000005, -0.1750000000000001, 0.0, 0.0, -0.18500000000000008, -0.11750000000000005, -0.0525, -0.19000000000000009, -0.065, -0.10250000000000004, -0.11000000000000004, -0.045, 0.0, 0.0, 0.0, -0.030000000000000002, -0.13500000000000006, -0.1950000000000001, -0.08750000000000002, -0.11750000000000005]
wall_bonus,-0.025
num_steps,400
agent0_action_options,[[ 1 -1]
 [ 1  1]]
agent1_state_dimension,21
agent1_learning_rate,0.001
agent0_state_dimension,21
num_episodes,20000
agent1_action_options,[[ 1 -1]
 [ 1  1]]
success_bonus,9.0
date_time,2019-09-04-00-15
agent0_layer_sizes,[256, 256]
agent1_layer_sizes,[256, 256]
train_dur,198.758393049
